iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
"LY",1994,,,,,,,,,,,,,,,,,,,,,
"LY",1995,,,,2,112,212,78,46,22,21,,,,5,34,31,19,20,13,11,
"LY",1996,515,,,4,93,142,82,31,28,19,,,,4,30,35,17,10,9,11,
"LY",1998,,,,,,,,,,,,,,,,,,,,,
"LY",1999,803,,,2,110,257,115,53,36,33,,,,6,43,59,25,15,14,27,
"LY",2000,607,,,5,101,239,86,36,29,32,,,,6,43,35,24,24,16,22,
"LY",2002,722,,,,,,,,,,,,,,,,,,,,
"LY",2003,764,,,0,108,266,142,32,25,19,,,,4,43,28,30,25,21,21,
"LY",2004,872,,,5,113,310,173,53,24,20,,,,1,44,50,20,23,13,23,
"LY",2005,860,,,2,114,293,168,52,19,35,,,,8,36,36,35,21,21,20,
"LY",2006,745,0,0,1,98,247,150,49,23,23,,0,0,8,55,34,24,10,12,11,
"LY",2007,772,,,2,61,143,78,26,12,10,,,,4,23,17,12,8,7,11,
"LY",2008,871,1,1,2,116,298,162,85,24,19,0,0,6,6,56,35,22,20,9,17,0
"MA",1980,,,,,,,,,,,,,,,,,,,,,
"MA",1981,,,,,,,,,,,,,,,,,,,,,
"MA",1982,,,,,,,,,,,,,,,,,,,,,
"MA",1983,,,,,,,,,,,,,,,,,,,,,
"MA",1984,,,,,,,,,,,,,,,,,,,,,
"MA",1985,,,,,,,,,,,,,,,,,,,,,
"MA",1986,,,,,,,,,,,,,,,,,,,,,
"MA",1987,,,,,,,,,,,,,,,,,,,,,
"MA",1988,,,,,,,,,,,,,,,,,,,,,
"MA",1989,,,,,,,,,,,,,,,,,,,,,
"MA",1990,,,,,,,,,,,,,,,,,,,,,
"MA",1991,,,,,,,,,,,,,,,,,,,,,
"MA",1992,,,,,,,,,,,,,,,,,,,,,
"MA",1993,,,,,,,,,,,,,,,,,,,,,
"MA",1994,,,,,,,,,,,,,,,,,,,,,
"MA",1995,14171,,,142,2508,2872,1737,819,573,553,,,,191,1708,1288,703,461,317,299,
"MA",1996,14278,,,118,2618,2844,1721,772,602,583,,,,217,1697,1300,677,437,400,292,
"MA",1997,14134,,,119,2328,2891,1659,761,591,557,,,,238,1799,1331,745,416,424,275,
"MA",1998,13426,,,116,2308,2573,1744,843,560,527,,,,182,1600,1150,679,412,402,330,
"MA",1999,13420,,,78,2296,2696,1641,815,559,562,,,,156,1654,1143,691,446,351,332,
"MA",2000,12872,,,99,2061,2423,1705,855,485,595,,,,170,1530,1121,672,398,406,352,
"MA",2001,12804,,,85,2200,2256,1731,929,561,606,,,,156,1477,1046,596,402,399,360,
"MA",2002,12914,,,79,2190,2341,1647,941,525,577,,,,144,1483,1088,713,443,357,386,
"MA",2003,12842,,,91,2225,2347,1667,1004,525,550,,,,168,1455,1029,633,431,366,351,
"MA",2004,12280,,,68,2081,2397,1676,1114,533,539,,,,149,1196,981,517,373,331,325,
"MA",2005,12757,,,79,2222,2515,1583,1057,580,591,,,,167,1330,943,546,403,343,398,
"MA",2006,12280,4,69,73,2104,2373,1498,1036,527,551,,6,149,155,1273,1025,597,426,335,307,
"MA",2007,11937,4,70,74,2098,2370,1545,1165,545,529,,6,117,123,1177,837,444,354,306,370,
"MA",2008,11825,5,46,51,1992,2372,1514,1179,633,589,0,4,120,124,1081,803,479,360,290,358,0
"MC",1980,,,,,,,,,,,,,,,,,,,,,
"MC",1981,,,,,,,,,,,,,,,,,,,,,
"MC",1982,,,,,,,,,,,,,,,,,,,,,
"MC",1983,,,,,,,,,,,,,,,,,,,,,
"MC",1984,,,,,,,,,,,,,,,,,,,,,
"MC",1985,,,,,,,,,,,,,,,,,,,,,
"MC",1986,,,,,,,,,,,,,,,,,,,,,
"MC",1987,,,,,,,,,,,,,,,,,,,,,
"MC",1988,,,,,,,,,,,,,,,,,,,,,
"MC",1989,,,,,,,,,,,,,,,,,,,,,
"MC",1990,,,,,,,,,,,,,,,,,,,,,
"MC",1991,,,,,,,,,,,,,,,,,,,,,
"MC",1992,,,,,,,,,,,,,,,,,,,,,
"MC",1994,,,,,,,,,,,,,,,,,,,,,
"MC",1995,,,,,,,,,,,,,,,,,,,,,
"MC",1996,0,,,,,,,,,,,,,,,,,,,,
"MC",1997,0,,,,,,,,,,,,,,,,,,,,
"MC",1998,0,,,,,,,,,,,,,,,,,,,,
"MC",1999,2,,,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,1,
"MC",2000,0,,,,,,,,,,,,,,,,,,,,
"MC",2001,0,,,,,,,,,,,,,,,,,,,,
"MC",2002,0,,,,,,,,,,,,,,,,,,,,
"MC",2006,,,,,,,,,,,,,,,,,,,,,
"MC",2007,,,,,,,,,,,,,,,,,,,,,
"MC",2008,,,,,,,,,,,,,,,,,,,,,
"MD",1980,,,,,,,,,,,,,,,,,,,,,
"MD",1981,,,,,,,,,,,,,,,,,,,,,
"MD",1982,,,,,,,,,,,,,,,,,,,,,
"MD",1983,,,,,,,,,,,,,,,,,,,,,
"MD",1984,,,,,,,,,,,,,,,,,,,,,
"MD",1985,,,,,,,,,,,,,,,,,,,,,
"MD",1986,,,,,,,,,,,,,,,,,,,,,
"MD",1987,,,,,,,,,,,,,,,,,,,,,
"MD",1988,,,,,,,,,,,,,,,,,,,,,
"MD",1989,,,,,,,,,,,,,,,,,,,,,
"MD",1990,,,,,,,,,,,,,,,,,,,,,
"MD",1991,,,,,,,,,,,,,,,,,,,,,
"MD",1992,,,,,,,,,,,,,,,,,,,,,
"MD",1993,615,,,,,,,,,,,,,,,,,,,,
"MD",1994,704,,,,,,,,,,,,,,,,,,,,
"MD",1995,665,,,0,55,115,166,95,65,15,,,,2,42,38,31,19,10,12,
"MD",1996,219,,,0,26,33,55,34,9,5,,,,2,10,14,18,4,3,6,
"MD",1997,397,,,0,51,65,86,47,35,13,,,,0,24,32,16,14,6,8,
"MD",1998,477,,,2,72,67,116,56,36,16,,,,2,34,20,34,10,5,7,
"MD",1999,609,,,1,89,123,144,84,29,14,,,,3,31,32,27,19,7,6,
"MD",2000,651,,,2,52,31,36,13,13,6,,,,1,16,32,45,23,14,6,
"MD",2001,1060,,,1,152,197,230,158,62,32,,,,6,58,61,46,33,14,10,
"MD",2002,1146,,,5,159,220,237,181,49,33,,,,11,71,76,41,32,23,8,
"MD",2003,1214,,,1,152,201,252,206,62,25,,,,1,101,71,64,40,16,22,
"MD",2004,1536,,,8,210,277,284,267,89,42,,,,11,91,97,57,53,28,22,
"MD",2005,1696,0,2,2,211,337,345,313,106,31,0,0,3,3,97,92,57,61,23,18,0
"MD",2006,1679,,,2,175,302,349,312,106,32,0,,,7,91,108,72,67,25,31,0
"MD",2007,1610,0,0,0,181,281,343,314,107,35,0,0,2,2,97,85,57,58,25,25,0
"MD",2008,1533,0,1,1,167,271,314,317,105,32,0,2,2,4,85,81,57,52,22,25,0
"ME",2005,64,0,0,0,3,5,7,15,4,8,0,0,0,0,0,7,3,4,0,8,0
"ME",2006,58,0,0,0,0,7,7,12,9,3,0,0,0,,3,4,4,4,3,2,0
"ME",2007,41,0,0,0,0,6,3,10,1,3,1,0,0,0,3,3,4,3,3,1,0
"ME",2008,65,0,0,0,2,7,10,5,5,1,0,0,0,0,4,5,5,10,4,7,0
"MG",1980,,,,,,,,,,,,,,,,,,,,,
"MG",1981,,,,,,,,,,,,,,,,,,,,,
"MG",1982,,,,,,,,,,,,,,,,,,,,,
"MG",1983,,,,,,,,,,,,,,,,,,,,,
"MG",1984,,,,,,,,,,,,,,,,,,,,,
"MG",1985,,,,,,,,,,,,,,,,,,,,,
"MG",1986,,,,,,,,,,,,,,,,,,,,,
"MG",1987,,,,,,,,,,,,,,,,,,,,,
"MG",1988,,,,,,,,,,,,,,,,,,,,,
"MG",1989,,,,,,,,,,,,,,,,,,,,,
"MG",1990,,,,,,,,,,,,,,,,,,,,,
"MG",1991,,,,,,,,,,,,,,,,,,,,,
"MG",1992,,,,,,,,,,,,,,,,,,,,,
"MG",1993,6881,,,,,,,,,,,,,,,,,,,,
"MG",1994,7366,,,,,,,,,,,,,,,,,,,,
"MG",1995,8026,,,79,791,1289,1173,630,423,242,,,,100,799,1108,744,340,230,78,
"MG",1996,8456,,,68,888,1325,1271,673,484,285,,,,106,808,1031,744,393,197,79,
"MG",1997,,,,,,,,,,,,,,,,,,,,,
"MG",1998,9639,,,70,827,1545,1420,829,485,282,,,,108,852,1193,824,430,253,117,
"MG",2000,,,,,,,,,,,,,,,,,,,,,
"MG",2001,11092,,,103,1033,1588,1625,1094,613,404,,,,190,1010,1349,1094,546,289,154,
"MG",2002,11387,,,94,1023,1594,1563,1174,609,398,,,,163,983,1372,1000,598,234,135,
"MG",2003,12881,,,123,1249,1830,1839,1413,723,438,,,,216,1164,1578,1240,743,326,191,
"MG",2004,13526,,,118,1025,1593,1482,1026,495,300,,,,130,950,1130,841,513,220,95,
"MG",2005,13056,,,98,1159,1867,1732,1349,582,333,,,,150,1012,1451,1047,614,248,129,
"MG",2006,15613,,,117,1500,2391,2220,1714,766,458,,,,208,1458,1944,1444,874,353,166,
"MG",2007,15344,94,102,196,1473,2353,2097,1671,823,438,,16,207,223,1456,1810,1354,880,378,192,
"MG",2008,15391,21,121,142,1499,2294,2113,1669,836,465,0,19,232,251,1433,1846,1352,911,383,171,0
"MH",1980,,,,,,,,,,,,,,,,,,,,,
"MH",1981,,,,,,,,,,,,,,,,,,,,,
"MH",1982,,,,,,,,,,,,,,,,,,,,,
"MH",1983,,,,,,,,,,,,,,,,,,,,,
"MH",1984,,,,,,,,,,,,,,,,,,,,,
"MH",1985,,,,,,,,,,,,,,,,,,,,,
"MH",1986,,,,,,,,,,,,,,,,,,,,,
"MH",1987,,,,,,,,,,,,,,,,,,,,,
"MH",1988,,,,,,,,,,,,,,,,,,,,,
"MH",1989,,,,,,,,,,,,,,,,,,,,,
"MH",1991,,,,,,,,,,,,,,,,,,,,,
"MH",1992,,,,,,,,,,,,,,,,,,,,,
"MH",1993,12,,,,,,,,,,,,,,,,,,,,
"MH",1995,,,,,,,,,,,,,,,,,,,,,
"MH",1996,12,,,7,8,3,3,5,3,0,,,,12,7,3,3,2,3,2,
"MH",1998,11,,,0,2,0,1,1,1,0,,,,0,1,3,1,0,1,0,
"MH",1999,17,,,5,10,3,4,1,6,0,,,,2,10,7,2,2,2,0,
"MH",2000,11,,,3,5,4,1,3,5,3,,,,7,7,3,0,2,2,0,
"MH",2001,15,,,3,8,4,2,4,2,0,,,,5,6,4,7,8,2,1,
"MH",2002,18,,,0,1,2,1,3,2,2,,,,0,2,0,0,3,1,1,
"MH",2003,20,,,6,4,2,7,7,2,2,,,,4,9,2,4,6,1,4,
"MH",2004,39,,,2,5,4,3,3,2,,,,,1,7,5,3,3,0,1,
"MH",2005,48,,,2,4,4,5,6,1,1,,,,1,9,2,4,3,4,2,
"MH",2006,45,,,,4,3,4,6,3,2,,,,2,2,3,3,7,4,2,
"MH",2007,19,0,0,0,1,1,2,5,1,0,,0,0,1,3,3,2,3,3,0,
"MH",2008,28,0,1,1,1,1,2,3,0,0,0,0,2,2,3,2,4,5,1,0,0
"MK",1992,,,,,,,,,,,,,,,,,,,,,
"MK",1993,,,,,,,,,,,,,,,,,,,,,
"MK",1994,,,,,,,,,,,,,,,,,,,,,
"MK",1995,319,,,2,15,42,45,33,29,24,,,,2,32,30,20,11,17,17,
"MK",1996,209,,,5,17,20,35,16,25,22,,,,3,15,25,17,9,19,12,
"MK",1997,192,,,1,8,21,25,24,21,21,,,,1,14,19,13,6,7,11,
"MK",1998,179,,,3,14,19,56,18,21,13,,,,5,16,18,8,8,6,4,
"MK",1999,122,,,1,11,10,19,27,15,5,,,,1,7,9,5,1,10,1,
"MK",2000,167,,,5,8,14,20,19,20,14,,,,1,15,14,17,5,5,10,
"MK",2001,164,,,1,10,17,17,15,21,16,,,,1,17,18,14,7,3,7,
"MK",2002,200,,,2,20,17,28,31,22,7,,,,3,18,24,12,4,6,6,
"MK",2003,200,,,1,20,23,35,28,17,17,,,,0,16,16,9,9,1,8,
"MK",2004,200,,,2,12,18,19,33,21,15,,,,0,15,20,19,6,3,17,
"MK",2005,178,0,2,2,14,20,23,20,18,13,1,1,1,2,17,13,10,7,5,13,0
"MK",2006,178,0,0,0,15,15,25,37,18,7,0,0,3,3,16,9,9,6,7,11,0
"MK",2007,200,0,1,1,12,22,27,46,21,19,0,0,4,4,11,12,9,4,4,8,0
"MK",2008,188,0,1,1,18,21,13,25,15,15,0,0,2,2,24,15,14,8,7,10,0
"ML",1980,,,,,,,,,,,,,,,,,,,,,
"ML",1981,,,,,,,,,,,,,,,,,,,,,
"ML",1982,,,,,,,,,,,,,,,,,,,,,
"ML",1983,,,,,,,,,,,,,,,,,,,,,
"ML",1984,,,,,,,,,,,,,,,,,,,,,
"ML",1985,,,,,,,,,,,,,,,,,,,,,
"ML",1986,,,,,,,,,,,,,,,,,,,,,
"ML",1987,,,,,,,,,,,,,,,,,,,,,
"ML",1988,,,,,,,,,,,,,,,,,,,,,
"ML",1989,,,,,,,,,,,,,,,,,,,,,
"ML",1990,,,,,,,,,,,,,,,,,,,,,
"ML",1991,,,,,,,,,,,,,,,,,,,,,
"ML",1992,,,,,,,,,,,,,,,,,,,,,
"ML",1993,,,,,,,,,,,,,,,,,,,,,
"ML",1994,1740,,,,,,,,,,,,,,,,,,,,
"ML",1995,1866,,,27,72,357,294,181,138,102,,,,31,132,184,128,107,61,52,
"ML",1996,2173,,,19,182,408,364,226,157,136,,,,21,153,197,128,95,51,36,
"ML",1997,3178,,,16,226,559,493,357,255,164,,,,15,178,264,167,111,60,34,
"ML",1998,2558,,,13,193,501,428,308,205,130,,,,11,173,237,164,88,79,30,
"ML",1999,2690,,,19,235,475,429,315,216,129,,,,21,180,226,171,120,96,58,
"ML",2000,2527,,,23,206,430,396,297,235,144,,,,14,174,232,152,106,75,43,
"ML",2001,,,,,,,,,,,,,,,,,,,,,
"ML",2002,2757,,,20,209,547,447,430,151,72,,,,39,141,250,166,190,71,24,
"ML",2003,3015,,,32,348,619,438,330,201,115,,,,29,172,278,212,123,73,45,
"ML",2004,3069,,,28,302,584,473,316,219,147,,,,29,191,284,183,151,105,57,
"ML",2005,3523,,,26,350,628,539,365,263,193,,,,33,208,348,245,152,101,72,
"ML",2006,3802,,,28,361,679,550,436,272,216,,,,30,250,371,249,168,116,76,
"ML",2007,3894,,,29,369,696,570,422,291,213,,,,30,263,385,258,160,113,95,
"ML",2008,4734,2,20,22,453,809,640,503,314,250,0,3,34,37,332,516,320,245,172,121,0
"MM",1980,,,,,,,,,,,,,,,,,,,,,
"MM",1981,,,,,,,,,,,,,,,,,,,,,
"MM",1982,,,,,,,,,,,,,,,,,,,,,
"MM",1983,,,,,,,,,,,,,,,,,,,,,
"MM",1984,,,,,,,,,,,,,,,,,,,,,
"MM",1985,,,,,,,,,,,,,,,,,,,,,
"MM",1986,,,,,,,,,,,,,,,,,,,,,
"MM",1987,,,,,,,,,,,,,,,,,,,,,
"MM",1988,,,,,,,,,,,,,,,,,,,,,
"MM",1989,,,,,,,,,,,,,,,,,,,,,
"MM",1990,,,,,,,,,,,,,,,,,,,,,
"MM",1991,,,,,,,,,,,,,,,,,,,,,
"MM",1992,,,,,,,,,,,,,,,,,,,,,
"MM",1993,,,,,,,,,,,,,,,,,,,,,
"MM",1994,946,,,,,,,,,,,,,,,,,,,,
"MM",1995,8681,,,42,713,1423,1401,977,677,298,,,,58,535,729,729,450,343,154,
"MM",1996,9716,,,58,767,1511,1535,1110,798,400,,,,55,577,938,817,558,408,184,
"MM",1997,9695,,,56,676,1452,1405,1061,753,441,,,,54,535,883,715,492,308,183,
"MM",1998,10089,,,64,798,1491,1584,1187,763,438,,,,73,650,997,856,577,382,229,
"MM",1999,11458,,,37,936,1800,1805,1366,833,540,,,,58,737,1076,919,647,420,284,
"MM",2000,17254,,,88,1459,2636,2781,2161,1235,836,,,,72,1040,1592,1397,987,592,378,
"MM",2001,21161,,,69,1800,3253,3353,2624,1443,931,,,,98,1306,1918,1568,1186,650,487,
"MM",2002,24162,,,64,2125,3986,4016,3022,1671,1067,,,,109,1563,2044,1758,1348,845,544,
"MM",2003,27448,,,107,2536,4408,4427,3269,1974,1296,,,,154,1781,2442,2003,1491,943,617,
"MM",2004,31408,,,96,2777,5025,4966,4081,2271,1567,,,,120,2020,2622,2228,1800,1122,713,
"MM",2005,36541,,,132,3401,5877,5888,4585,2557,1764,,,,147,2376,3047,2563,2101,1218,885,
"MM",2006,40241,,,113,3572,6328,6536,5143,2988,2033,,,,171,2453,3338,2820,2282,1448,1016,
"MM",2007,42588,,,127,3591,6569,6826,5507,3152,2155,,,,159,2719,3500,2998,2486,1601,1198,
"MM",2008,41248,,,118,3416,6311,6396,5327,3312,2235,0,,,180,2526,3474,2850,2357,1644,1102,0
"MN",1980,0,,,,,,,,,,,,,,,,,,,,
"MN",1981,,,,,,,,,,,,,,,,,,,,,
"MN",1982,0,,,,,,,,,,,,,,,,,,,,
"MN",1983,0,,,,,,,,,,,,,,,,,,,,
"MN",1984,0,,,,,,,,,,,,,,,,,,,,
"MN",1985,0,,,,,,,,,,,,,,,,,,,,
"MN",1986,0,,,,,,,,,,,,,,,,,,,,
"MN",1987,0,,,,,,,,,,,,,,,,,,,,
"MN",1988,0,,,,,,,,,,,,,,,,,,,,
"MN",1989,0,,,,,,,,,,,,,,,,,,,,
"MN",1990,0,,,,,,,,,,,,,,,,,,,,
"MN",1991,,,,,,,,,,,,,,,,,,,,,
"MN",1992,0,,,,,,,,,,,,,,,,,,,,
"MN",1993,0,,,,,,,,,,,,,,,,,,,,
"MN",1994,145,,,1,23,40,25,19,6,1,,,,10,27,24,13,8,2,1,
"MN",1995,455,,,37,99,111,68,19,13,15,,,,30,70,78,33,15,9,25,
"MN",1996,769,,,8,103,150,91,42,24,19,,,,17,98,114,45,27,19,12,
"MN",1997,1171,,,6,173,298,204,72,32,17,,,,12,109,134,71,21,13,9,
"MN",1998,1356,,,17,213,251,158,65,32,22,,,,32,162,221,115,32,21,15,
"MN",1999,1513,,,12,213,314,178,63,34,26,,,,25,205,252,113,43,18,17,
"MN",2000,1389,,,6,181,260,171,68,38,23,,,,32,200,213,113,41,26,17,
"MN",2001,1631,,,13,236,269,179,86,45,36,,,,25,253,260,125,48,28,29,
"MN",2002,1670,,,9,242,272,184,94,57,47,,,,16,263,253,133,55,22,23,
"MN",2003,1541,,,10,206,217,171,93,55,39,,,,19,254,233,148,45,32,19,
"MN",2004,1808,,,6,287,256,229,112,54,43,,,,18,283,249,162,62,24,23,
"MN",2005,1868,,,7,271,253,232,147,52,36,,,,15,320,270,145,63,32,25,
"MN",2006,2129,,,7,317,335,241,157,64,41,,,,16,372,265,180,81,24,29,
"MN",2007,1856,,,4,280,270,232,158,48,34,,,,23,273,250,139,80,36,29,
"MN",2008,1838,,,7,289,260,235,151,59,36,0,,,18,283,229,127,86,32,26,0
"MO",1980,,,,,,,,,,,,,,,,,,,,,
"MO",1981,,,,,,,,,,,,,,,,,,,,,
"MO",1982,,,,,,,,,,,,,,,,,,,,,
"MO",1983,,,,,,,,,,,,,,,,,,,,,
"MO",1984,,,,,,,,,,,,,,,,,,,,,
"MO",1985,,,,,,,,,,,,,,,,,,,,,
"MO",1986,,,,,,,,,,,,,,,,,,,,,
"MO",1987,,,,,,,,,,,,,,,,,,,,,
"MO",1988,,,,,,,,,,,,,,,,,,,,,
"MO",1989,,,,,,,,,,,,,,,,,,,,,
"MO",1990,,,,,,,,,,,,,,,,,,,,,
"MO",1991,,,,,,,,,,,,,,,,,,,,,
"MO",1992,,,,,,,,,,,,,,,,,,,,,
"MO",1993,108,,,,,,,,,,,,,,,,,,,,
"MO",1994,,,,,,,,,,,,,,,,,,,,,
"MO",1995,141,,,0,7,19,20,13,12,16,,,,0,9,18,12,4,5,6,
"MO",1996,258,,,1,16,29,34,20,16,26,,,,0,10,21,14,3,3,11,
"MO",1997,325,,,1,15,38,47,37,34,55,,,,4,10,16,21,5,6,15,
"MO",1998,276,,,0,11,26,42,23,28,56,,,,1,9,13,22,6,3,21,
"MO",1999,,,,,,,,,,,,,,,,,,,,,
"MO",2000,160,,,0,10,8,25,22,9,17,,,,0,10,4,6,6,3,13,
"MO",2001,157,,,0,9,17,26,25,11,23,,,,1,5,7,11,10,1,11,
"MO",2002,147,,,1,13,8,21,20,17,21,,,,1,7,10,7,9,1,11,
"MO",2003,138,,,0,9,9,16,27,9,27,,,,0,7,7,11,7,4,5,
"MO",2004,128,,,0,8,7,18,31,12,14,,,,0,5,7,12,3,2,9,
"MO",2005,136,,,3,6,9,21,23,17,22,,,,0,5,9,7,8,1,5,
"MO",2006,144,,,0,15,6,17,32,19,19,,,,1,7,8,9,4,3,4,
"MO",2007,138,0,0,0,14,12,14,30,16,13,,0,0,2,10,4,6,8,3,6,
"MO",2008,139,0,1,1,18,12,10,29,19,13,0,0,2,2,7,6,5,6,6,5,0
"MP",1981,,,,,,,,,,,,,,,,,,,,,
"MP",1982,,,,,,,,,,,,,,,,,,,,,
"MP",1983,,,,,,,,,,,,,,,,,,,,,
"MP",1984,,,,,,,,,,,,,,,,,,,,,
"MP",1985,,,,,,,,,,,,,,,,,,,,,
"MP",1986,,,,,,,,,,,,,,,,,,,,,
"MP",1987,,,,,,,,,,,,,,,,,,,,,
"MP",1988,,,,,,,,,,,,,,,,,,,,,
"MP",1989,,,,,,,,,,,,,,,,,,,,,
"MP",1990,,,,,,,,,,,,,,,,,,,,,
"MP",1992,,,,,,,,,,,,,,,,,,,,,
"MP",1994,,,,,,,,,,,,,,,,,,,,,
"MP",1995,14,,,1,1,3,5,10,3,3,,,,0,0,2,6,4,1,1,
"MP",1996,26,,,0,2,8,5,3,1,1,,,,1,1,1,0,1,1,1,
"MP",1997,21,,,,,,,,,,,,,,,,,,,,
"MP",1998,26,,,0,0,6,3,5,2,2,,,,0,3,4,1,0,0,0,
"MP",1999,15,,,,,,,,,,,,,,,,,,,,
"MP",2000,27,,,1,4,8,9,9,3,2,,,,0,10,17,7,3,1,1,
"MP",2001,19,,,0,1,3,0,4,2,0,,,,0,5,4,0,0,0,0,
"MP",2002,21,,,1,2,3,7,10,5,2,,,,0,9,10,3,1,0,0,
"MP",2003,16,,,0,2,2,2,1,0,2,,,,1,3,0,2,1,0,0,
"MP",2004,14,,,0,0,2,2,4,1,0,,,,0,1,2,1,1,0,0,
"MP",2005,15,,,0,0,1,3,4,1,2,,,,0,0,0,1,1,1,1,
"MP",2006,15,,,0,0,2,3,1,0,0,,,,0,2,2,3,1,0,1,
"MP",2007,14,0,0,0,0,0,3,4,0,2,,0,0,0,0,2,1,1,1,2,
"MP",2008,13,0,0,0,1,0,1,5,0,3,0,0,0,0,0,0,2,0,1,0,0
"MR",1980,,,,,,,,,,,,,,,,,,,,,
"MR",1981,,,,,,,,,,,,,,,,,,,,,
"MR",1982,,,,,,,,,,,,,,,,,,,,,
"MR",1983,,,,,,,,,,,,,,,,,,,,,
"MR",1984,,,,,,,,,,,,,,,,,,,,,
"MR",1985,,,,,,,,,,,,,,,,,,,,,
"MR",1986,,,,,,,,,,,,,,,,,,,,,
"MR",1987,,,,,,,,,,,,,,,,,,,,,
"MR",1988,,,,,,,,,,,,,,,,,,,,,
"MR",1989,,,,,,,,,,,,,,,,,,,,,
"MR",1990,,,,,,,,,,,,,,,,,,,,,
"MR",1991,,,,,,,,,,,,,,,,,,,,,
"MR",1992,,,,,,,,,,,,,,,,,,,,,
"MR",1993,,,,,,,,,,,,,,,,,,,,,
"MR",1995,2074,,,,,,,,,,,,,,,,,,,,
"MR",1996,,,,,,,,,,,,,,,,,,,,,
"MR",1997,2519,,,188,165,321,341,613,232,185,,,,125,131,319,230,484,384,70,
"MR",1998,1172,,,,,,,,,,,,,,,,,,,,
"MR",1999,2051,,,15,290,450,262,177,113,92,,,,7,157,97,110,76,43,20,
"MR",2000,1583,,,,,,,,,,,,,,,,,,,,
"MR",2003,,,,,,,,,,,,,,,,,,,,,
"MR",2004,1662,,,15,204,343,235,154,129,108,,,,14,102,114,114,58,44,28,
"MR",2005,1155,,,,,,,,,,,,,,,,,,,,
"MR",2006,1486,,,12,197,294,203,150,106,96,,,,16,109,114,86,49,29,25,
"MR",2007,1714,,,14,206,355,261,144,139,83,,,,21,103,152,92,64,38,42,
"MR",2008,1605,,,10,199,292,249,172,107,90,,,,16,127,111,97,44,51,40,
"MS",1980,,,,,,,,,,,,,,,,,,,,,
"MS",1981,,,,,,,,,,,,,,,,,,,,,
"MS",1982,,,,,,,,,,,,,,,,,,,,,
"MS",1983,,,,,,,,,,,,,,,,,,,,,
"MS",1984,,,,,,,,,,,,,,,,,,,,,
"MS",1985,,,,,,,,,,,,,,,,,,,,,
"MS",1986,,,,,,,,,,,,,,,,,,,,,
"MS",1987,,,,,,,,,,,,,,,,,,,,,
"MS",1988,,,,,,,,,,,,,,,,,,,,,
"MS",1989,,,,,,,,,,,,,,,,,,,,,
"MS",1990,,,,,,,,,,,,,,,,,,,,,
"MS",1991,,,,,,,,,,,,,,,,,,,,,
"MS",1992,,,,,,,,,,,,,,,,,,,,,
"MS",1994,0,,,,,,,,,,,,,,,,,,,,
"MS",1998,1,,,,,,,,,,,,,,,,,,,,
"MS",1999,2,,,,,,,,,,,,,,,,,,,,
"MS",2000,0,,,,,,,,,,,,,,,,,,,,
"MS",2001,0,,,,,,,,,,,,,,,,,,,,
"MS",2002,0,,,,,,,,,,,,,,,,,,,,
"MS",2003,1,,,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,
"MS",2004,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,
"MS",2005,1,,,,,,,1,,,,,,,,,,,,,
"MS",2006,0,,,,,,,,,,,,,,,,,,,,
"MS",2007,1,,,,,,,,,,,,,,,,,,,1,
"MS",2008,,,,,,,,,,,,,,,,,,,,,
"MT",1980,,,,,,,,,,,,,,,,,,,,,
"MT",1981,,,,,,,,,,,,,,,,,,,,,
"MT",1982,,,,,,,,,,,,,,,,,,,,,
"MT",1983,,,,,,,,,,,,,,,,,,,,,
"MT",1984,,,,,,,,,,,,,,,,,,,,,
"MT",1985,,,,,,,,,,,,,,,,,,,,,
"MT",1986,,,,,,,,,,,,,,,,,,,,,
"MT",1987,,,,,,,,,,,,,,,,,,,,,
"MT",1988,,,,,,,,,,,,,,,,,,,,,
"MT",1989,,,,,,,,,,,,,,,,,,,,,
"MT",1990,,,,,,,,,,,,,,,,,,,,,
"MT",1991,,,,,,,,,,,,,,,,,,,,,
"MT",1992,,,,,,,,,,,,,,,,,,,,,
"MT",1993,13,,,,,,,,,,,,,,,,,,,,
"MT",1994,6,,,,,,,,,,,,,,,,,,,,
"MT",1995,5,,,0,0,0,1,0,0,0,,,,0,0,1,0,0,1,2,
"MT",1996,5,,,0,0,0,0,1,2,1,,,,0,0,0,1,0,0,0,
"MT",1997,3,,,0,1,0,0,0,0,1,,,,0,0,0,0,0,0,1,
"MT",1998,6,,,0,1,0,0,1,0,3,,,,0,1,0,0,0,0,0,
"MT",1999,9,,,0,0,1,0,0,5,3,,,,,,,,,,,
"MT",2000,5,,,0,1,0,1,1,0,1,,,,,,,,,,,
"MT",2001,3,,,0,,,,1,,1,,,,0,,,1,,,,
"MT",2002,5,,,0,1,0,1,0,1,0,,,,0,0,1,0,0,0,1,
"MT",2003,2,,,0,0,1,0,1,0,0,,,,0,0,0,0,0,0,0,
